school_code,postal_code,city,name
0040159B,04400,Barcelonnette,Ecole primaire privée Saint Joseph
0601283U,60000,Beauvais,Ecole élémentaire Bois Brulet
0601284V,60100,Creil,Ecole élémentaire René Descartes
0601308W,60130,Wavignies,Ecole primaire
0601311Z,60500,Chantilly,Ecole maternelle Coq Chantant
0601315D,60200,Compiègne,Ecole maternelle Robert Desnos
0601340F,60380,Songeons,Ecole élémentaire
0601356Y,60400,Noyon,Ecole maternelle Pauline Kergomard
0601388H,60200,Compiègne,Ecole primaire petite école Jean-Paul II
0601396S,60128,Mortefontaine,Ecole élémentaire privée saint dominique
0601399V,60210,Gaudechart,Ecole primaire privée Immaculée Conception
0601428B,60250,Bury,Ecole maternelle les Moineaux
0601437L,60100,Creil,Ecole maternelle George Sand
0601441R,60180,Nogent-sur-Oise,Ecole maternelle Françoise Dolto
0601442S,60400,Noyon,Ecole élémentaire Marcel Provost
0601450A,60100,Creil,Ecole maternelle Jean Racine
0601452C,60270,Gouvieux,Ecole maternelle les Tertres
0601458J,60200,Compiègne,Ecole élémentaire Charles Faroux Grp A
0601476D,60100,Creil,Ecole élémentaire Edouard Vaillant
0601477E,60180,Nogent-sur-Oise,Ecole maternelle Madeleine Brès
0601493X,60600,Fitz-James,Ecole maternelle la Tuilerie
0601494Y,60110,Méru,Ecole élémentaire Jean Moulin
0601495Z,60110,Méru,Ecole maternelle Jean Moulin
0601496A,60700,Pontpoint,Ecole élémentaire René Lhermite
0601504J,60750,Choisy-au-Bac,Ecole maternelle Centre
0601528K,60330,Lagny-le-Sec,Ecole maternelle
0601529L,60300,Senlis,Ecole primaire Brichebay
0601533R,60550,Verneuil-en-Halatte,Ecole maternelle Jean de la Fontaine
0601535T,60200,Compiègne,Ecole primaire Georges Pompidou Groupe A
0601561W,60290,Monchy-Saint-Eloi,Ecole maternelle Clos Saint-Paul
0601563Y,60870,Villers-Saint-Paul,Ecole élémentaire  Rostand/St Exupery
0601572H,60350,Berneuil-sur-Aisne,Ecole primaire Henri Massein
0601639F,60800,Crépy-en-Valois,Ecole maternelle André Malraux
0601640G,60200,Compiègne,Ecole maternelle Georges Pompidou 2
0601649S,60110,Esches,Ecole primaire
0601663G,60150,Thourotte,Ecole élémentaire le Martelois
0601665J,60290,Monchy-Saint-Eloi,Ecole élémentaire Eugène Cauchois
0601691M,60850,Saint-Germer-de-Fly,Ecole élémentaire Eugène Elie
0601692N,60400,Noyon,Ecole élémentaire Charles Perrault
0601706D,60330,Le Plessis-Belleville,Ecole maternelle le Pré au Lièvre
0601722W,60700,Pont-Sainte-Maxence,Ecole élémentaire Robert Desnos
0601723X,60170,Tracy-le-Mont,Ecole maternelle du Val Mont
0601742T,60960,Feuquières,Ecole primaire Jean de la Fontaine
0601773B,60100,Creil,Ecole maternelle Berthe Fouchère
0601775D,60350,Attichy,Ecole maternelle Jacques Prévert
0601793Y,60490,Ressons-sur-Matz,Ecole maternelle
0601803J,60290,Laigneville,Ecole élémentaire  Georges Brassens
0601804K,60150,Villers-sur-Coudun,Ecole maternelle
0601838X,60130,Bulles,Ecole primaire Jacques Corbière
0601851L,60180,Nogent-sur-Oise,Ecole élémentaire Jean Moulin
0601853N,60000,Beauvais,Ecole maternelle Charles Perrault
0601860W,60520,La Chapelle-en-Serval,Ecole élémentaire du Bois de Chênes
0601861X,60180,Nogent-sur-Oise,Ecole élémentaire L'Obier
0601881U,60700,Pont-Sainte-Maxence,Ecole élémentaire Jules Ferry
0601900P,60300,Senlis,Ecole élémentaire Anne de Kiev
0601912C,60180,Nogent-sur-Oise,Ecole élémentaire Paul Bert
0601916G,60160,Montataire,Ecole élémentaire Joliot-Curie
0601918J,60700,Pont-Sainte-Maxence,Ecole maternelle Françoise Dolto
0601921M,60160,Thiverny,Ecole primaire Jean Casse
0602003B,60120,Breteuil,Ecole élémentaire H. Bayard
0602029E,60380,Songeons,Ecole maternelle
0602031G,60230,Chambly,Ecole primaire Albert Camus
0602037N,60280,Margny-lès-Compiègne,Ecole primaire Suzanne Lacore
0602044W,60860,Saint-Omer-en-Chaussée,Ecole primaire Louis d'Hardivilliers
0602048A,60350,Cuise-la-Motte,Ecole primaire du Vandy
0602154R,60740,Saint-Maximin,Ecole primaire privée hors contrat Les Ateliers du Savoir
0602161Y,60320,Saint-Sauveur,Learn to Shine
0602187B,60790,Saint-Crépin-Ibouvillers,Ecole maternelle privée Athéna Montessori Internationale
0610122B,61100,Athis-Val de Rouvre,Ecole maternelle la Carneille
0610249P,61100,Athis-Val de Rouvre,Ecole primaire Ronfeugerai
0610328A,61000,Alençon,Ecole primaire Masson
0610369V,61220,Bellou-en-Houlme,Ecole primaire
0610420A,61220,La Coulonche,Ecole primaire
0610445C,61270,Ecorcei,Ecole élémentaire
0610463X,61100,Flers,Ecole primaire Les Vallées
0610554W,61240,Nonant-le-Pin,Ecole élémentaire Ernest Millet
0610609F,61500,Saint-Gervais-du-Perron,Ecole primaire
0610611H,61400,Saint-Hilaire-le-Châtel,Ecole primaire St Hilaire - Ste Ceronne
0610793F,61500,Sées,Ecole maternelle La Lavanderie
0610803S,61330,Ceaucé,Ecole primaire Lancelot du Lac
0610804T,61800,Saint-Pierre-d'Entremont,Ecole primaire Loup Coucou
0610805U,61380,Soligny-la-Trappe,Pôle scolaire Pierre Perret
0610904B,61300,Saint-Sulpice-sur-Risle,Ecole maternelle
0610945W,61500,Chailloué,Ecole primaire des cailloutins
0610984N,61150,Rânes,Ecole primaire
0610989U,61370,Sainte-Gauburge-Sainte-Colombe,Ecole de la vallée de la Risle
0610998D,61320,Carrouges,Ecole primaire Maréchal Leclerc de Hauteclocque
0611073K,61270,Rai,Pôle scolaire Edouard MANCEAU
0611111B,61000,Alençon,Ecole primaire Jules Verne
0040192M,04350,Malijai,Ecole maternelle
0611222X,61000,Alençon,École primaire Émile Dupont
0040193N,04510,Mallemoisson,Ecole primaire
0040200W,04100,Manosque,Ecole primaire Les Plantiers
0611295B,61500,Sées,École primaire privée Saint-Joseph
0040218R,04500,Montagnac-Montpezat,Ecole primaire
0040220T,04140,Montclar,Ecole primaire
0040231E,04360,Moustiers-Sainte-Marie,Ecole primaire
0040238M,04700,Oraison,Ecole élémentaire
0040249Z,04300,Pierrerue,Ecole primaire
0040258J,04340,Méolans-Revel,RPI
0040271Y,04230,Saint-Etienne-les-Orgues,Ecole primaire
0040305K,04200,Sisteron,Ecole primaire Verdun
0040311S,04200,Sisteron,Ecole primaire Les Plantiers
0040371G,04120,Castellane,Ecole maternelle
0040404T,04100,Manosque,Ecole maternelle LES COMBES
0040435B,04310,Peyruis,Ecole primaire
0040488J,06260,Saint-Pierre,Ecole primaire Saint Pierre
0040568W,04300,Forcalquier,ECOLE OUVERTE
0620267D,62210,Avion,Ecole maternelle André Parent
0620278R,62160,Bully-les-Mines,Ecole maternelle Victoire Lampin
0620300P,62300,Lens,Ecole maternelle Bracke-Desrousseaux
0620301R,62300,Lens,Ecole maternelle Alfred Maës
0620306W,62800,Liévin,Ecole maternelle Condorcet-Germinal
0620317H,62680,Méricourt,Ecole maternelle Pauline Kergomard
0620322N,62320,Rouvroy,Ecole maternelle Danielle Casanova
0050063S,05700,Savournon,Ecole primaire
0620328V,62149,Annequin,Ecole maternelle
0050066V,05190,Théus,Ecole élémentaire
0620337E,62400,Béthune,Ecole maternelle Madame de Sévigné
0050089V,05200,Baratier,Ecole primaire
0620338F,62400,Béthune,Ecole maternelle Jules Michelet
0050096C,05000,Gap,Ecole primaire Les Eyssagnières
0620346P,62700,Bruay-la-Buissière,Ecole maternelle Louis Pasteur
0050105M,05260,Saint-Jean-Saint-Nicolas,Ecole primaire Pont du Fossé
0620350U,62220,Carvin,Ecole maternelle d'Epinoy
0050107P,05240,La Salle-les-Alpes,Ecole primaire
0620351V,62920,Chocques,Ecole maternelle Louise de Bettignies
0050125J,05120,L'Argentière-la-Bessée,Ecole primaire L'Eglise
0620353X,62460,Divion,Ecole maternelle Nicolas Copernic
0050127L,05100,Briançon,Ecole élémentaire
0620370R,62590,Oignies,Ecole maternelle Pauline Kergomard
0050141B,05600,Risoul,Ecole primaire Le Brezounet
0620372T,62114,Sains-en-Gohelle,Ecole maternelle Jean de La Fontaine
0050147H,05600,Saint-Crépin,Ecole primaire Frédéric CHOPIN
0620373U,62130,Saint-Pol-sur-Ternoise,Ecole maternelle Lucien Pignion
0050149K,05400,Veynes,Ecole maternelle Saint Marcellin
0620383E,62575,Blendecques,Ecole maternelle Pauline Kergomard
0050158V,05000,Gap,Ecole maternelle Fontreyne
0620386H,62200,Boulogne-sur-Mer,Ecole maternelle Victor Duruy
0050171J,05400,Veynes,Ecole primaire Emilie Carles
0620388K,62200,Boulogne-sur-Mer,Ecole maternelle Louis Pasteur
0050220M,05000,Neffes,Ecole primaire
0620394S,62100,Calais,Ecole maternelle Les Cailloux
0050234C,05340,Vallouise-Pelvoux,Ecole maternelle
0620406E,62100,Calais,Ecole maternelle Courtebourne
0050252X,05500,Saint-Laurent-du-Cros,Ecole primaire
0620416R,62224,Equihen-Plage,Ecole maternelle Ferdinand Buisson
0050256B,05120,Saint-Martin-de-Queyrières,Ecole primaire  Les prés verts
0620422X,62380,Lumbres,Ecole maternelle Suzanne Lacore - Marie Curie
0050262H,05150,Ribeyret,ECOLE PRIMAIRE RIBEYRET
0620425A,62170,Montreuil,Ecole maternelle Les Remparts
0050307G,05470,Aiguilles,Ecole primaire
0620448A,62000,Arras,Ecole primaire Voltaire Grands
0050339S,05260,Chabottes,Ecole primaire
0620460N,62000,Arras,Ecole primaire d'application Anatole France
0050414Y,05300,Le Poët,Ecole primaire
0620462R,62000,Arras,Ecole élémentaire d'application Paul Bert
0620472B,62000,Arras,Ecole maternelle Pasteur-Hippodrome
0050453R,05130,Tallard,Ecole primaire privée Sainte Agnes
0620473C,62000,Arras,Ecole maternelle Séverine
0050458W,05000,Gap,Ecole primaire privée Saint Coeur
0620477G,62158,Bavincourt,Ecole primaire RPI 28
0620524H,62121,Bihucourt,Ecole maternelle RPI 96
0050482X,05230,Chorges,Ecole maternelle
0620528M,62450,Frémicourt,Ecole primaire RPI 56
0050483Y,05100,Briançon,Ecole primaire Pont de Cervières
0620545F,62124,Beugny,Ecole maternelle RPI 56
0620553P,62124,Lebucquière,Ecole primaire Jean Moulin RPI 56
0620574M,62128,Bullecourt,Ecole primaire RPI 75
0620583X,62128,Ecoust-Saint-Mein,Ecole maternelle publique Jean Moulin RPI 75
0620608Z,62860,Bourlon,Ecole primaire Victor Hugo
0620629X,62860,Sains-lès-Marquion,Ecole primaire RPI 60
0620640J,62111,Foncquevillers,Ecole primaire RPI 24
0620650V,62158,Humbercamps,Ecole primaire Marc Sarlandié RPI 57
0620665L,62760,Sarton,Ecole primaire mixte RPI 12
0060113R,06600,Antibes,Ecole élémentaire Boissier
0620666M,62111,Souastre,Ecole primaire RPI 138
0060115T,06600,Antibes,Ecole élémentaire Guynemer
0620679B,62161,Duisans,Ecole primaire Camille Corot
0060125D,06160,Antibes,Ecole élémentaire Saint-Maymes
0620707G,62173,Ficheux,Ecole maternelle RPI 99
0060140V,06450,Belvédère,Ecole primaire Belvédère
0620738R,62217,Neuville-Vitasse,Ecole maternelle mixte RPI 23
0060141W,06390,Bendejun,Ecole primaire Portes ouvertes
0620760P,62118,Monchy-le-Preux,Ecole primaire François Rabelais
0060151G,06510,Bouyon,Ecole primaire des Prés
0620762S,62118,Pelves,Ecole primaire Payen-Bacquet
0060161T,06800,Cagnes-sur-Mer,Ecole élémentaire Ferry
0620765V,62156,Rémy,Ecole primaire Sensée Cojeul RPI 54
0060166Y,06800,Cagnes-sur-Mer,Ecole maternelle Gambetta
0620863B,62720,Wierre-Effroy,Ecole primaire
0060168A,06800,Cagnes-sur-Mer,Ecole élémentaire Daudet 2
0620873M,62280,Saint-Martin-Boulogne,Ecole primaire Auguste Rodin
0060177K,06400,Cannes,Ecole élémentaire Jacqueline de Romilly
0620888D,62240,Desvres,Ecole primaire Jehan Molinet
0060193C,06400,Cannes,Ecole primaire Mont Chevalier
0620890F,62142,Le Wast,Ecole primaire RPI 2
0060216C,06740,Châteauneuf-Grasse,Ecole élémentaire Monier
0620894K,62240,Menneville,Ecole primaire RPI 153
0060223K,06480,La Colle-sur-Loup,Ecole élémentaire Lanza
0620902U,62240,Vieil-Moutier,Ecole primaire La Calique RPI 45
0060251R,06540,Fontan,Ecole primaire Fontan
0620903V,62240,Wirwignes,Ecole primaire Val de Liane RPI 88
0060261B,06620,Gourdon,Ecole primaire Pont du Loup
0620905X,62170,Beussent,Ecole primaire des Ballons - Le Village RPI 70
0060296P,06440,Lucéram,Ecole primaire Barraya
0620972V,62620,Barlin,Ecole primaire Maryse Bastié
0060307B,06500,Menton,Ecole élémentaire Mistral
0620980D,62131,Vaudricourt,Ecole primaire Les Marcassins
0060308C,06500,Menton,Ecole maternelle Camaret
0620981E,62290,Noeux-les-Mines,Ecole primaire Louis Pergaud
0060335G,06000,Nice,Ecole élémentaire Auber
0620994U,62136,La Couture,Ecole primaire du Centre
0060337J,06000,Nice,Ecole éléméntaire Baumettes 1
0621028F,62340,Bouquehault,Ecole primaire
0060343R,06200,Nice,Ecole primaire Crémat
0621030H,62132,Caffiers,Ecole primaire
0060345T,06200,Nice,Ecole élémentaire Digue des Français 2
0621043X,62132,Hermelinghen,Ecole primaire mixte RPI 159
0060367S,06000,Nice,Ecole primaire Ronchèse
0621048C,62340,Pihen-lès-Guînes,Ecole primaire
0060375A,06200,Nice,Ecole élémentaire Sainte-Hélène
0621060R,62100,Calais,Ecole primaire de L'Esplanade
0060377C,06200,Nice,Ecole maternelle Sainte-Hélène
0621081N,62100,Calais,Ecole primaire Louise Pollet
0060405H,06100,Nice,Ecole élémentaire Knecht
0621118D,62610,Brêmes,Ecole primaire Jacques Prévert
0060416V,06100,Nice,Ecole maternelle Les Oliviers
0621119E,62890,Clerques,Ecole élémentaire publique de la Hem RPI 128
0060419Y,06100,Nice,Ecole primaire Rimiez Supérieur
0621139B,62100,Calais,Ecole primaire Beaumarais
0060421A,06000,Nice,Ecole élémentaire d'application Rothschild 2
0621157W,62730,Marck,Ecole primaire Victor Hugo
0060429J,06100,Nice,Ecole primaire Saint-Pancrace
0621244R,62224,Equihen-Plage,Ecole primaire Jean Macé-Ferdinand Buisson
0060437T,06300,Nice,Ecole élémentaire Bischoffsheim 1
0621260H,62480,Le Portel,Ecole primaire Albert Camus
0060439V,06300,Nice,Ecole maternelle Bischoffsheim
0621265N,62360,Saint-Etienne-au-Mont,Ecole primaire
0060440W,06300,Nice,Ecole élémentaire Bon Voyage 2
0621271V,62830,Verlincthun,Ecole primaire RPI 72
0060445B,06300,Nice,Ecole maternelle Le Château
0621304F,62640,Montigny-en-Gohelle,Ecole primaire Casanova - Pasteur
0060480P,06100,Nice,Ecole maternelle Rancher 1
0621358P,62220,Carvin,Ecole primaire Jules Verne
0060487X,06440,Peille,Ecole primaire André Marie
0621370C,62440,Harnes,Ecole primaire Denis Diderot
0060488Y,06440,Peille,Ecole primaire La Grave de Peille
0621381P,62590,Oignies,Ecole primaire Pierre Brossolette
0060514B,06910,Roquestéron,Ecole primaire Groupe scolaire du Soleil
0621390Z,62880,Vendin-le-Vieil,Ecole primaire Jean Jaurès
0060517E,06550,La Roquette-sur-Siagne,Ecole élémentaire Saint-Jean-les-Vignasses
0621409V,62580,Bailleul-Sir-Berthoult,Ecole primaire Lucie Aubrac
0060531V,06670,Saint-Blaise,Ecole primaire Pagnol
0621448M,62144,Villers-au-Bois,Ecole primaire RPI 82
0060536A,06660,Saint-Etienne-de-Tinée,Ecole élémentaire Auron
0621534F,62410,Meurchin,Ecole primaire Les Platanes
0060545K,06700,Saint-Laurent-du-Var,Ecole élémentaire Gare 1
0621561K,62800,Liévin,Ecole primaire Jean de La Fontaine
0060547M,06700,Saint-Laurent-du-Var,Ecole maternelle Gabriel Ferrer
0621564N,62600,Berck,Ecole primaire Jacques Prévert
0060556X,06450,Saint-Martin-Vésubie,Ecole primaire Fulconis
0621568T,62530,Hersin-Coupigny,Ecole primaire Jeannette Prin
0060560B,06420,Saint-Sauveur-sur-Tinée,Ecole élémentaire Saint Sauveur sur Tinée
0621616V,62170,Bréxent-Enocq,Ecole primaire du Centre RPI 108
0060571N,06380,Sospel,Ecole maternelle Sospel
0621625E,62170,Estrée,Ecole primaire La Vallée de la Course RPI 83
0060576U,06830,Toudon,Ecole élémentaire Toudon
0621628H,62630,Frencq,Ecole primaire RPI 102
0060586E,06340,La Trinité,Ecole élémentaire Lepeltier
0621642Y,62630,Widehem,Ecole maternelle RPI 102
0060599U,06420,Valdeblore,Ecole primaire L'Arénas
0621662V,62170,Montreuil,Ecole primaire Victor Hugo
0060600V,06420,Valdeblore,Ecole élémentaire Saint-Dalmas
0621663W,62180,Nempont-Saint-Firmin,Ecole primaire RPI 140
0060610F,06140,Vence,Ecole élémentaire Saint-Michel
0621665Y,62180,Rang-du-Fliers,Ecole primaire Jacques Prévert
0060625X,06430,La Brigue,Ecole élémentaire la Brigue
0621691B,62575,Blendecques,Ecole primaire Jules Ferry - Jean Zay
0060641P,06340,La Trinité,Ecole maternelle Vira Souleu
0621692C,62120,Campagne-lès-Wardrecques,Ecole primaire Marcel Pagnol
0060766A,06220,Vallauris,Ecole maternelle Langevin
0621698J,62219,Longuenesse,Ecole primaire Louis Pasteur
0060768C,06270,Villeneuve-Loubet,Ecole maternelle Saint-Georges
0621720H,62129,Thérouanne,Ecole primaire Franck Dusautoir RPI 160
0621740E,62120,Aire-sur-la-Lys,Ecole primaire
0621751S,62560,Dennebroeucq,Ecole primaire Croisée des villages - Regroupement Pédagogique Intercommunal Concentré (RPC) de DENNEBROEUCQ
0621778W,62990,Embry,Ecole primaire RPI 90
0060854W,06220,Vallauris,Ecole éléméntaire Langevin 1
0621827Z,62134,Prédefin,Ecole primaire RPI 115
0060855X,06000,Nice,Ecole maternelle Madeleine Supérieure
0621834G,62550,Valhuon,Ecole primaire Albert Châtelet
0621838L,62380,Affringues,Ecole primaire RPI 131
0060937L,06510,Carros,Ecole élémentaire Spinelli
0621840N,62850,Alquines,Ecole primaire RPI 110
0060947X,06800,Cagnes-sur-Mer,Ecole primaire Vieux Bourg
0621842R,62380,Bayenghem-lès-Seninghem,Ecole élémentaire publique RPI 111
0060950A,06670,Levens,Ecole élémentaire Saint Roch
0621846V,62380,Cléty,Ecole primaire RPI 116
0060954E,06100,Nice,Ecole élémentaire Saint-Exupéry
0621850Z,62380,Dohem,Ecole élémentaire
0060955F,06530,Peymeinade,Ecole élémentaire Fragonard
0621852B,62380,Elnes,Ecole élémentaire publique Henri Matisse
0060994Y,06340,La Trinité,Ecole élémentaire Delahaye
0621853C,62850,Escoeuilles,Ecole primaire RPI 157
0621876C,62380,Wavrans-sur-l'Aa,Ecole primaire Jean de La Fontaine
0061013U,06600,Antibes,Ecole élémentaire privée Sainte Marie
0621892V,62120,Quernes,Ecole primaire Condorcet RPI 126
0061019A,06400,Cannes,Ecole élémentaire privée Saint Joseph
0621894X,62120,Witternesse,Ecole primaire Sully RPI 126
0061054N,06300,Nice,Ecole élémentaire privée Blanche de Castille
0621903G,62690,Béthonsart,Ecole primaire RPI 16
0621919Z,62127,Monchy-Breton,Ecole primaire RPI 122
0061081T,06110,Le Cannet,Ecole maternelle Val des Pins
0621923D,62690,Tilloy-lès-Hermaville,Ecole primaire RPI 27
0061086Y,06300,Nice,Ecole éléméntaire Les Orangers
0621926G,62690,Villers-Brûlin,Ecole maternelle RPI 16
0061097K,06270,Villeneuve-Loubet,Ecole primaire Fabre
0621974J,62140,Bouin-Plumoison,Ecole primaire De Bouin RPI 150
0622013B,62140,Grigny,Ecole primaire RPI 43
0622035A,62270,Flers,Ecole primaire RPI 4
0061150T,06300,Nice,Ecole maternelle Les Orangers
0622058A,62130,Ramecourt,Ecole primaire RPI 129
0061157A,06130,Grasse,Ecole élémentaire Macarry
0622065H,62127,Ternas,Ecole primaire RPI 11
0061165J,06260,Puget-Théniers,Ecole maternelle Puget-Théniers
0061185F,06510,Carros,Ecole maternelle Giono
0061228C,06560,Valbonne,Ecole élémentaire Les Campouns
0061232G,06340,La Trinité,Ecole primaire La Plana
0061281K,06800,Cagnes-sur-Mer,Ecole maternelle Val Fleuri
0061295A,06300,Nice,Ecole maternelle Jousé Garibaldi - Port
0061297C,06370,Mouans-Sartoux,Ecole élémentaire privée Les Pouces Verts
0061298D,06140,Vence,Ecole primaire Freinet
0622242A,62480,Le Portel,Ecole maternelle Calmette
0061328L,06110,Le Cannet,Ecole maternelle Saint-Jean
0622253M,62710,Courrières,Ecole primaire Joliot-Curie
0061354P,06300,Nice,Ecole maternelle Ariane Mésanges
0061356S,06130,Grasse,Ecole maternelle L'Eau Vive
0622277N,62820,Libercourt,Ecole maternelle Frédéric et Irène Joliot-Curie
0622285X,62113,Labourse,Ecole maternelle Les Capucines
0061380T,06600,Antibes,Ecole élémentaire Prévert
0622288A,62620,Barlin,Ecole maternelle Maryse Bastié
0061381U,06480,La Colle-sur-Loup,Ecole maternelle Les Brusquets
0622289B,62670,Mazingarbe,Ecole maternelle Pauline Kergomard
0061388B,06560,Valbonne,Ecole élémentaire Les Sartoux
0622295H,62840,Fleurbaix,Ecole primaire du Centre
0061405V,06200,Nice,Ecole élémentaire La Lanterne
0061406W,06700,Saint-Laurent-du-Var,Ecole élémentaire Castillon 1
0622304T,62217,Achicourt,Ecole maternelle Michel Darras
0622319J,62157,Allouagne,Ecole maternelle Les Eglantines
0622327T,62350,Busnes,Ecole primaire Antoine de Saint-Exupéry
0061520V,06140,Vence,Ecole maternelle Des Baous
0622331X,62149,Cambrin,Ecole primaire
0061522X,06510,Carros,Ecole maternelle Lou Souleou
